id,pii,package_name,dst,protocol,count
354,AdvertiserId,com.tubitv,settings.crashlytics.com,HTTPS,2
355,Username,net.zedge.android,api.zedge.net,HTTPS,1
356,AdvertiserId,com.pof.android,www.pof.com,HTTP,19
357,AndroidId,com.jb.zcamera,photoplp.goforandroid.com,HTTP,4
358,Location,tunein.player,opml.radiotime.com,HTTPS,22
359,Location,com.psafe.msuite,ads.mopub.com,HTTP,52
360,AdvertiserId,com.psafe.msuite,ads.mopub.com,HTTP,32
361,AdvertiserId,com.freecraft.pocket.edition,bidder.yeahmobi.com,HTTP,2
362,AdvertiserId,com.fortafygames.colorswitch,med.heyzap.com,HTTPS,20
363,AndroidId,com.absolute.bingo,absolutegamez.com,HTTPS,13
364,AndroidId,com.cmplay.tiles2,t.appsflyer.com,HTTPS,2
365,AndroidId,com.directv.dvrscheduler,api.apptentive.com,HTTPS,2
366,AdvertiserId,mbinc12.mb32b,sb.scorecardresearch.com,HTTPS,1
367,AdvertiserId,com.steam.photoeditor,smsmarket.goforandroid.com,HTTP,5
368,AndroidId,com.offerup,settings.crashlytics.com,HTTPS,2
369,IMEI,com.qihoo.security,events.appsflyer.com,HTTPS,2
370,AdvertiserId,com.madebyappolis.spinrilla,graph.facebook.com,HTTPS,5
371,AdvertiserId,com.cmplay.tiles2,events.appsflyer.com,HTTPS,16
372,AndroidId,No mapping_ entry not found,ad-ping.tapcash.com,HTTP,1
373,AdvertiserId,com.gtarcade.lod,t.appsflyer.com,HTTPS,2
374,AdvertiserId,com.fortafygames.colorswitch,ads.heyzap.com,HTTPS,4
375,IMEI,System,events.appsflyer.com,HTTPS,1
376,AdvertiserId,com.lionmobi.powerclean,gamebooster.lionmobi.com,HTTP,4
377,Location,air.com.gaetanoconsiglio.EscapePrison,lb1.east.ssphwy.com,HTTP,2
378,AdvertiserId,com.myyearbook.m,ad.atdmt.com,HTTPS,1
379,AndroidId,com.cmcm.live,live.ksmobile.net,HTTPS,113
380,AdvertiserId,com.psafe.msuite,analytics.mopub.com,HTTPS,1
381,SerialNumber,com.cmcm.live,pktlive.ksmobile.net,HTTPS,2
382,AdvertiserId,com.fortafygames.colorswitch,d.applovin.com,HTTP,3
383,IMEI,com.ss.android.article.master,ichannel.isnssdk.com,HTTPS,5
384,AndroidId,com.cmcm.live,pktlive.ksmobile.net,HTTPS,4
385,AndroidId,com.jb.gosms,launchermsg.3g.cn,HTTP,8
386,AdvertiserId,com.myyearbook.m,smaato-appapi-d.openx.net,HTTP,1
387,AdvertiserId,com.madebyappolis.spinrilla,settings.crashlytics.com,HTTPS,1
388,FirstName,me.lyft.android,api.lyft.com,HTTPS,1
389,AdvertiserId,com.cyberpony.stickman.warriors.epic,rtb.hyperadx.com,HTTP,12
390,AndroidId,com.cmcm.live,back.live.ksmobile.net,HTTP,13
391,AdvertiserId,com.nascar.nascarmobile,smetrics.nascar.com,HTTPS,2
392,AdvertiserId,com.flashlight.brightestflashlightpro,adviap.goforandroid.com,HTTP,3
393,AndroidId,com.jb.zcamera,t.appsflyer.com,HTTPS,3
394,AdvertiserId,com.cyberlink.youcammakeup,t.appsflyer.com,HTTPS,6
395,AdvertiserId,com.king.candycrushsaga,play.king.com,HTTPS,1
396,Location,com.nianticlabs.pokemongo,bootstrap.upsight-api.com,HTTPS,2
397,AdvertiserId,com.msi.logogame,mpx.mopub.com,HTTP,1
398,AdvertiserId,com.transactione.freemusic,a.applovin.com,HTTP,21
399,AdvertiserId,com.wordmobile.waterslide,a.applovin.com,HTTP,4
400,AdvertiserId,com.bitmango.rolltheballunrollme,settings.crashlytics.com,HTTPS,2
401,AdvertiserId,com.pandora.android,tuner.pandora.com,HTTPS,1
402,AdvertiserId,com.bitmango.go.blockhexapuzzle,api.bitmango.com,HTTP,2
403,AdvertiserId,co.happybits.marcopolo,settings.crashlytics.com,HTTPS,2
404,SerialNumber,com.tekoia.sure.activities,dev.appboy.com,HTTPS,2
405,AndroidId,com.gau.go.launcherex,23.236.120.220,HTTP,6
406,ICCID,com.enflick.android.TextNow,api.textnow.me,HTTPS,5
407,AdvertiserId,com.pnixgames.bowlingking,ow-gateway.supersonicads.com,HTTPS,1
408,AdvertiserId,com.outfit7.mytalkinghank,d.applovin.com,HTTP,1
409,AdvertiserId,com.secondarm.taptapdash,ads.heyzap.com,HTTP,4
410,AndroidId,com.fgol.HungrySharkEvolution,api.geo.kontagent.net,HTTP,1
411,Zipcode,com.freecraft.pocket.edition,bidder.mdspinc.com,HTTP,4
412,AndroidId,net.peakgames.amy,api.peakgames.net,HTTPS,4
413,AdvertiserId,com.fortafygames.colorswitch,impact.applifier.com,HTTPS,3
414,Zipcode,gov.irs,maps.googleapis.com,HTTPS,2
415,Zipcode,air.com.gaetanoconsiglio.EscapePrison,ade.tpbid.com,HTTP,2
416,IMEI,com.sega.sonicboomandroid,track.appsflyer.com,HTTPS,1
417,AdvertiserId,com.kathleenOswald.solitaireGooglePlay,183704.deeplink.mobileapptracking.com,HTTPS,1
418,AdvertiserId,com.bitmango.go.blockhexapuzzle,api.vungle.com,HTTPS,7
419,AdvertiserId,com.intellectualflame.ledflashlight.washer,api.appcloudbox.net,HTTPS,1
420,AdvertiserId,com.yodo1.crossyroad,ua.supersonicads.com,HTTPS,1
421,AdvertiserId,com.gtarcade.lod,ws.tapjoyads.com,HTTPS,5
422,AndroidId,com.outfit7.talkingtom,api.neumob.net,HTTPS,1
423,AndroidId,com.junerking.bottle,ws.tapjoyads.com,HTTPS,1
424,AdvertiserId,com.cyberpony.stickman.warriors.epic,rt.applovin.com,HTTP,1
425,Location,com.cyberpony.stickman.warriors.epic,ev.lb.rtb.woobi.com,HTTPS,10
426,AdvertiserId,com.gamecircus.tycoon,api.vungle.com,HTTP,5
427,AdvertiserId,com.outfit7.tomlovesangelafree,ads.mopub.com,HTTP,2
428,SerialNumber,com.cmcm.live,live.ksmobile.net,HTTPS,49
429,AndroidId,net.zedge.android,api.branch.io,HTTPS,1
430,AdvertiserId,mbinc12.mb32b,settings.crashlytics.com,HTTPS,1
431,FirstName,com.walmart.android,store.mobile.walmart.com,HTTPS,12
432,Zipcode,net.zedge.android,www1.mmnetwork.mobi,HTTP,3
433,Email,com.intuit.turbotax.mobile,accounts-tax.platform.intuit.com,HTTPS,1
434,AdvertiserId,com.ipn.clean.lite,logging.okokclean.com,HTTP,2
435,AdvertiserId,System,live.simcitybuildit.com,HTTP,1
436,AdvertiserId,com.hbo.hbonow,t.appsflyer.com,HTTPS,1
437,AdvertiserId,com.fingersoft.hillclimb,www.facebook.com,HTTPS,3
438,AdvertiserId,com.cleanmaster.mguard,net.rayjump.com,HTTP,5
439,AdvertiserId,com.myyearbook.m,ads.nexage.com,HTTP,8
440,AndroidId,com.ss.android.article.master,events.appsflyer.com,HTTPS,2
441,AndroidId,tunein.player,settings.crashlytics.com,HTTPS,1
442,AdvertiserId,com.tekoia.sure.activities,dev.appboy.com,HTTPS,4
443,IMEI,com.junerking.bottle,connect.tapjoy.com,HTTPS,1
444,AdvertiserId,com.murka.slotsera,events.appsflyer.com,HTTPS,1
445,AdvertiserId,com.poshmark.app,events.appsflyer.com,HTTPS,1
446,Zipcode,System,mopub-east3-bidder.manage.com,HTTP,1
447,AdvertiserId,System,rts.mobula.sdk.duapps.com,HTTP,2
448,AndroidId,com.gau.go.launcherex,lzt.goforandroid.com,HTTP,6
449,AndroidId,com.steam.photoeditor,gocurrency.goforandroid.com,HTTP,2
450,AdvertiserId,com.zhiliaoapp.musically,register.appsflyer.com,HTTPS,2
451,AdvertiserId,com.glu.deerhunt2,a.applovin.com,HTTP,4
452,AdvertiserId,com.bitmango.go.jewelmatchkingquest,watson.bitmango.com,HTTP,6
453,Location,com.zillow.android.zillowmap,zm.zillow.com,HTTP,36
454,AdvertiserId,com.halfbrick.fruitninjafree,d.applovin.com,HTTP,1
455,Email,com.skype.raider,s.gateway.messenger.live.com,HTTPS,18
456,AdvertiserId,com.bitmango.go.wordcookies,rt.applovin.com,HTTP,2
457,AdvertiserId,com.pof.android,www.googleadservices.com,HTTP,2
458,AdvertiserId,com.myfitnesspal.android,t.appsflyer.com,HTTPS,2
459,AndroidId,com.weplaydots.twodotsandroid,api.crittercism.com,HTTPS,4
460,AdvertiserId,vsin.t16_funny_photo,androidlog.ws.pho.to,HTTP,3
461,AdvertiserId,emoji.keyboard.emoticonkeyboard,ads.mopub.com,HTTP,1
462,AndroidId,com.nianticlabs.pokemongo,batch.upsight-api.com,HTTPS,2
463,AdvertiserId,com.cyberpony.stickman.warriors.epic,m2m1.inner-active.mobi,HTTP,2
464,AdvertiserId,com.scopely.wheeloffortune,a.applovin.com,HTTP,5
465,AdvertiserId,com.bitmango.rolltheballunrollme,a.applovin.com,HTTP,10
466,AndroidId,com.msi.logogame,rpc.tapjoy.com,HTTPS,2
467,LastName,com.paypal.android.p2pmobile,api-m.paypal.com,HTTPS,1
468,AdvertiserId,com.ksmobile.launcher,ssdk.adkmob.com,HTTPS,1
469,FirstName,jp.pokemon.pokemoncomaster,mnc-api-prod.heroz.jp,HTTPS,2
470,AdvertiserId,com.outfit7.talkingben,api.bee7.com,HTTPS,4
471,Password,net.zedge.android,api.zedge.net,HTTPS,1
472,AndroidId,com.episodeinteractive.android.catalog,rv-gateway.supersonicads.com,HTTP,1
473,AdvertiserId,com.ksmobile.launcher,track.appsflyer.com,HTTPS,11
474,SerialNumber,com.imangi.templerun,api.w3i.com,HTTP,4
475,Location,com.freecraft.pocket.edition,bidder.yeahmobi.com,HTTP,2
476,AndroidId,System,live.simcitybuildit.com,HTTP,1
477,AdvertiserId,No mapping_ entry not found,ads.heyzap.com,HTTP,4
478,AdvertiserId,com.pnixgames.bowlingking,androidads23.adcolony.com,HTTPS,1
479,AdvertiserId,com.psafe.msuite,tracking.bi.psafe.com,HTTPS,7
480,AdvertiserId,com.turbochilli.rollingsky,events.appsflyer.com,HTTPS,12
481,IMEI,No mapping_ entry not found,track.appsflyer.com,HTTPS,1
482,AndroidId,com.supo.security,api.c.avazunativeads.com,HTTP,3
483,AndroidId,com.cleanmaster.security,wifi.ksmobile.net,HTTPS,17
484,AndroidId,com.huuuge.casino.slots,batch.upsight-api.com,HTTPS,1
485,AdvertiserId,com.bitmango.rolltheballunrollme,graph.facebook.com,HTTPS,1
486,Zipcode,com.disney.datg.videoplatforms.android.abc,api.entitlement.watchabc.go.com,HTTPS,2
487,IMEI,com.wordmobile.waterslide,connect.tapjoy.com,HTTPS,1
488,AdvertiserId,com.absolute.bingo,d.applovin.com,HTTP,1
489,AdvertiserId,com.poshmark.app,t.appsflyer.com,HTTPS,1
490,AdvertiserId,com.robtopx.geometrydashmeltdown,a.applovin.com,HTTP,6
491,AndroidId,com.supo.security,seth.avazutracking.net,HTTP,4
492,Location,com.freecraft.pocket.edition,bj-dsponline-virginia-1763182688.us-east-1.elb.amazonaws.com,HTTP,2
493,AdvertiserId,com.halfbrick.fruitninjafree,rt.applovin.com,HTTP,1
494,AdvertiserId,com.cleanmaster.mguard,ssdk.adkmob.com,HTTPS,17
495,Location,com.cleanmaster.mguard,cr.m.ksmobile.net,HTTP,2
496,AndroidId,net.zedge.android,settings.crashlytics.com,HTTPS,2
497,AdvertiserId,System,bidder.mdspinc.com,HTTP,2
498,IMEI,com.huuuge.casino.slots,ws.tapjoyads.com,HTTPS,2
499,AdvertiserId,com.spacegame.solitaire.basic,a.applovin.com,HTTP,4
500,AdvertiserId,com.wordmobile.waterslide,d.applovin.com,HTTP,1
501,AdvertiserId,com.spotify.music,spclient.wg.spotify.com,HTTPS,16
502,Location,com.abtnprojects.ambatana,api.amplitude.com,HTTPS,2
503,AndroidId,com.outfit7.mytalkingtomfree,apps.outfit7.com,HTTP,2
504,Location,com.weather.Weather,location.wfxtriggers.com,HTTPS,3
505,AdvertiserId,com.prettysimple.criminalcasepacificbayandroid,www.google-analytics.com,HTTP,3
506,AdvertiserId,com.flashlight.brightestflashlightpro,t.appsflyer.com,HTTPS,3
507,Zipcode,air.com.gaetanoconsiglio.EscapePrison,lb1.east.ssphwy.com,HTTP,2
508,Location,com.cyberpony.stickman.warriors.epic,lb1.east.ssphwy.com,HTTP,2
509,AndroidId,com.turbochilli.rollingsky,events.appsflyer.com,HTTPS,12
510,AdvertiserId,net.zedge.android,api.branch.io,HTTPS,1
511,AndroidId,System,gocurrency.goforandroid.com,HTTP,4
512,AdvertiserId,com.google.android.gms,www.googleapis.com,HTTPS,6
513,Username,com.enflick.android.TextNow,features.textnow.com,HTTPS,2
514,AdvertiserId,com.secondarm.taptapdash,settings.crashlytics.com,HTTPS,1
515,AdvertiserId,com.apalon.myclockfree,soma.smaato.net,HTTP,1
516,AdvertiserId,com.apalon.mandala.coloring.book,soma.smaato.net,HTTP,2
517,AdvertiserId,com.fungames.flightpilot,api.vungle.com,HTTP,5
518,AdvertiserId,System,analytics.sgnapps.com,HTTP,3
519,City,System,rtb.hyperadx.com,HTTP,4
520,Email,com.robtopx.geometrydashworld,www.boomlings.com,HTTP,1
521,AdvertiserId,com.cyberpony.stickman.warriors.epic,ev.lb.rtb.woobi.com,HTTPS,10
522,AdvertiserId,com.turbochilli.rollingsky,graph.facebook.com,HTTPS,1
523,City,com.paypal.android.p2pmobile,api-m.paypal.com,HTTPS,1
524,AndroidId,com.snapchat.android,metrics.brightcove.com,HTTPS,3
525,AdvertiserId,No mapping_ entry not found,tune-in-d.openx.net,HTTP,2
526,AdvertiserId,com.zeptolab.ctr.ads,ua.supersonicads.com,HTTPS,1
527,AdvertiserId,com.topfreegames.bikeracefreeworld,api.vungle.com,HTTPS,4
528,AdvertiserId,co.happybits.marcopolo,api.amplitude.com,HTTPS,65
529,IMEI,com.jiubang.go.music,t.appsflyer.com,HTTPS,1
530,AndroidId,com.pof.android,www.googleadservices.com,HTTP,2
531,SerialNumber,com.directv.dvrscheduler,as.dtvce.com,HTTPS,1
532,Location,mbinc12.mb32b,ads.mopub.com,HTTP,722
533,Zipcode,air.com.gaetanoconsiglio.EscapePrison,bj-dsponline-virginia-1763182688.us-east-1.elb.amazonaws.com,HTTP,2
534,AndroidId,com.fungames.flightpilot,events.unityads.unity3d.com,HTTP,6
535,AdvertiserId,No mapping_ entry not found,fc-eu.adsymptotic.com,HTTP,1
536,AdvertiserId,com.jb.gosms,smsmarket.goforandroid.com,HTTP,4
537,AdvertiserId,air.com.playtika.slotomania,vs-fb-android-p1.playtika.com,HTTP,3
538,IMEI,com.huuuge.casino.slots,placements.tapjoy.com,HTTPS,1
539,AndroidId,No mapping_ entry not found,t.appsflyer.com,HTTPS,1
540,City,com.cyberpony.stickman.warriors.epic,rtb.hyperadx.com,HTTP,12
541,AndroidId,com.cleanmaster.mguard,profile.adkmob.com,HTTPS,4
542,Zipcode,air.com.gaetanoconsiglio.EscapePrison,appodeal.rtb.loopme.me,HTTP,2
543,City,com.apalon.mandala.coloring.book,ads.mopub.com,HTTP,6
544,IMEI,com.tmobile.tuesdays,cms.kyobi.mobi,HTTPS,3
545,AdvertiserId,com.motionvolt.flipdiving,adserver.unityads.unity3d.com,HTTPS,1
546,AdvertiserId,com.outfit7.mytalkinghank,ads.mopub.com,HTTP,1
547,Location,System,bidder.mdspinc.com,HTTP,4
548,AndroidId,com.ss.android.article.master,i.isnssdk.com,HTTPS,107
549,City,air.com.gaetanoconsiglio.EscapePrison,lb1.east.ssphwy.com,HTTP,2
550,AdvertiserId,com.myyearbook.m,soma.smaato.net,HTTP,4
551,AdvertiserId,com.intellectualflame.ledflashlight.washer,rpc.tapjoy.com,HTTPS,3
552,AdvertiserId,com.surpax.ledflashlight.panel,settings.crashlytics.com,HTTPS,1
553,AdvertiserId,System,d.applovin.com,HTTP,13
554,IMEI,com.ludia.familyfeudblitz,connect.tapjoy.com,HTTPS,1
555,AndroidId,com.bitmango.rolltheballunrollme,control.kochava.com,HTTPS,1
556,Zipcode,net.zedge.android,adotron.pushspring.com,HTTPS,1
557,AndroidId,com.nordcurrent.sniperarena,server1.nordcurrent.com,HTTP,4
558,City,com.cyberpony.stickman.warriors.epic,bidder.mdspinc.com,HTTP,12
559,AdvertiserId,com.cleanmaster.security,graph.facebook.com,HTTPS,54
560,AdvertiserId,com.surpax.ledflashlight.panel,bank-26.ads.mp.mydas.mobi,HTTP,1
561,AdvertiserId,tv.twitch.android.app,rtr.innovid.com,HTTPS,6
562,Zipcode,com.pandora.android,lt.andomedia.com,HTTP,2
563,Location,com.cyberpony.stickman.warriors.epic,analytics.mopub.com,HTTPS,2
564,IMEI,com.steam.photoeditor,microtss.goforandroid.com,HTTP,3
565,AndroidId,System,adpush.goforandroid.com,HTTP,2
566,AndroidId,com.estrongs.android.pop,t.appsflyer.com,HTTPS,5
567,Username,System,logogame2.veenx.com,HTTP,1
568,AdvertiserId,com.outfit7.tomlovesangelafree,rtb.nexage.com,HTTP,4
569,AndroidId,System,csr.goforandroid.com,HTTP,18
570,AndroidId,com.cleanmaster.security,graph.facebook.com,HTTPS,377
571,AdvertiserId,com.mobilityware.solitaire,api.vungle.com,HTTP,5
572,AdvertiserId,com.myyearbook.m,ad.doubleclick.net,HTTPS,2
573,AdvertiserId,com.halfbrick.fruitninjafree,a.applovin.com,HTTP,5
574,Location,me.lyft.android,api.lyft.com,HTTPS,47
575,AdvertiserId,com.robtopx.geometryjumplite,a.applovin.com,HTTP,15
576,AdvertiserId,com.fingersoft.hillclimb,outcome.supersonicads.com,HTTPS,1
577,AdvertiserId,com.glu.deerhunt2,d.applovin.com,HTTP,1
578,AdvertiserId,System,fingersoft-ws.scientificrevenue.com,HTTPS,1
579,Location,com.roblox.client,t4.rbxcdn.com,HTTP,1
580,AndroidId,com.cleanmaster.mguard,ufs.adkmob.com,HTTPS,1
581,Zipcode,com.offerup,maps.googleapis.com,HTTPS,1
582,AdvertiserId,com.kiloo.subwaysurf,outcome.supersonicads.com,HTTPS,7
583,AndroidId,com.lionmobi.powerclean,ad.lionmobi.com,HTTP,8
584,AndroidId,com.pof.android,www.pof.com,HTTP,75
585,AdvertiserId,No mapping_ entry not found,t.appsflyer.com,HTTPS,5
586,IMEI,System,gosmstheme.3g.cn,HTTP,1
587,AdvertiserId,com.abtnprojects.ambatana,t.appsflyer.com,HTTPS,16
588,AndroidId,com.ludia.familyfeudblitz,connect.tapjoy.com,HTTPS,1
589,AndroidId,com.pinterest,passets-cdn.pinterest.com,HTTP,1
590,AndroidId,com.kiloo.subwaysurf,connect.tapjoy.com,HTTPS,6
591,AndroidId,com.outfit7.mytalkingangelafree,apps.outfit7.com,HTTP,1
592,Username,com.zhiliaoapp.musically,a1-pro4.easemob.com,HTTP,1
593,IMEI,com.dianxinos.dxbs,events.appsflyer.com,HTTPS,1
594,AndroidId,com.dianxinos.dxbs,events.appsflyer.com,HTTPS,1
595,AdvertiserId,com.gtarcade.lod,settings.crashlytics.com,HTTPS,1
596,AndroidId,com.msi.logogame,connect.tapjoy.com,HTTPS,2
597,AdvertiserId,com.outfit7.talkinggingerfree,ads.mopub.com,HTTP,2
598,AndroidId,com.abtnprojects.ambatana,api.branch.io,HTTPS,10
599,AdvertiserId,com.bitmango.rolltheballunrollme,watson.bitmango.com,HTTP,3
600,Location,net.zedge.android,us-east-1.pm-notifications.com,HTTPS,2
601,AdvertiserId,com.yodo1.crossyroad,outcome.supersonicads.com,HTTPS,4
602,AdvertiserId,com.playtika.wsop.gp,www.googleadservices.com,HTTPS,1
603,AdvertiserId,com.absolute.bingo,a.applovin.com,HTTP,5
604,AndroidId,com.cleanmaster.security,s3.ap-south-1.amazonaws.com,HTTP,5
605,AdvertiserId,System,sjc.ads0.nexage.com,HTTP,1
606,AdvertiserId,com.robtopx.geometrydashworld,rt.applovin.com,HTTP,1
607,AdvertiserId,com.bitmango.rolltheballunrollme,d.applovin.com,HTTP,1
608,FirstName,com.walmart.android,api.mobile.walmart.com,HTTPS,17
609,FirstName,com.contextlogic.wish,www.wish.com,HTTPS,1
610,AdvertiserId,com.prettysimple.criminalcaseandroid,cmp.vidcoin.com,HTTP,1
611,AndroidId,com.psafe.msuite,batch.upsight-api.com,HTTPS,12
612,AdvertiserId,com.qihoo.security,track.pingstart.com,HTTP,4
613,AdvertiserId,com.contextlogic.geek,geek.wish.com,HTTPS,10
614,AdvertiserId,com.cyberpony.stickman.warriors.epic,ads.mopub.com,HTTP,19
615,SerialNumber,com.ubercab.driver,cn-dc1.uber.com,HTTPS,33
616,AndroidId,com.groupon,api.groupon.de,HTTPS,6
617,AndroidId,com.tubitv,settings.crashlytics.com,HTTPS,2
618,AdvertiserId,air.com.gaetanoconsiglio.EscapePrison,ads.mopub.com,HTTP,7
619,Zipcode,com.freecraft.pocket.edition,dsp-usa.exe.bid,HTTP,2
620,City,com.freecraft.pocket.edition,appodeal.bidsopt.com,HTTP,2
621,Location,com.roblox.client,c1.rbxcdn.com,HTTP,79
622,AdvertiserId,com.turboc.cleaner,graph.facebook.com,HTTPS,1
623,City,com.cyberpony.stickman.warriors.epic,lb1.east.ssphwy.com,HTTP,2
624,AndroidId,com.ea.games.r3_row,settings.crashlytics.com,HTTPS,1
625,AdvertiserId,com.surpax.ledflashlight.panel,dsp.mobvista.com,HTTP,1
626,AdvertiserId,com.tubitv,graph.facebook.com,HTTPS,2
627,AdvertiserId,com.estrongs.android.pop,track.56txs4.com,HTTPS,1
628,AdvertiserId,net.zedge.android,s.fqtag.com,HTTPS,1
629,AndroidId,com.ss.android.article.master,t.appsflyer.com,HTTPS,1
630,AndroidId,com.outfit7.mytalkinghank,apps.outfit7.com,HTTP,1
631,AdvertiserId,com.cleanmaster.mguard,us01.rayjump.com,HTTP,1
632,AndroidId,com.lionmobi.battery,ad.lionmobi.com,HTTP,2
633,AdvertiserId,com.yodo1.crossyroad,ws.tapjoyads.com,HTTPS,4
634,AdvertiserId,No mapping_ entry not found,ads.aerserv.com,HTTP,1
635,AdvertiserId,com.king.bubblewitch3,adtrack1.midasplayer.com,HTTP,1
636,AndroidId,com.lionmobi.powerclean,updater.lionmobi.com,HTTP,1
637,AdvertiserId,com.jb.gosms,adviap.goforandroid.com,HTTP,1
638,AdvertiserId,com.bitmango.go.blockhexapuzzle,a.applovin.com,HTTP,10
639,AdvertiserId,com.nordcurrent.canteenhd,server1.nordcurrent.com,HTTP,5
640,AdvertiserId,com.dominospizza,ad.atdmt.com,HTTPS,41
641,AdvertiserId,com.zeptolab.ctr.ads,placements.tapjoy.com,HTTPS,2
642,AndroidId,System,settings.crashlytics.com,HTTPS,1
643,AdvertiserId,com.cleanmaster.mguard,analytics.rayjump.com,HTTP,4
644,AdvertiserId,com.gau.go.launcherex,lzt.goforandroid.com,HTTP,5
645,AndroidId,com.lionmobi.battery,updater.lionmobi.com,HTTP,6
646,AndroidId,com.episodeinteractive.android.catalog,dcon.narrative.android.pocketgems.com,HTTP,398
647,AdvertiserId,com.cyberpony.stickman.warriors.epic,adserver.unityads.unity3d.com,HTTPS,1
648,IMEI,com.ss.android.article.master,t.appsflyer.com,HTTPS,1
649,AndroidId,com.ehawk.antivirus.applock.wifi,settings.crashlytics.com,HTTPS,1
650,AdvertiserId,com.robtopx.geometryjumplite,control.kochava.com,HTTP,2
651,AndroidId,com.jb.gosms,gosmsdev.3g.cn,HTTP,2
652,Location,com.cleanmaster.mguard,api.weather.com,HTTPS,15
653,AndroidId,com.jb.zcamera,gocurrency.goforandroid.com,HTTP,4
654,AdvertiserId,System,events.appsflyer.com,HTTPS,1
655,AdvertiserId,com.supo.security,api.c.avazunativeads.com,HTTP,3
656,AdvertiserId,com.lionmobi.powerclean,graph.facebook.com,HTTPS,15
657,AndroidId,com.wanxing.basketball,connect.tapjoy.com,HTTPS,1
658,AndroidId,com.king.candycrushsodasaga,play.king.com,HTTPS,1
659,AdvertiserId,com.aim.racing,api.vungle.com,HTTP,4
660,AndroidId,com.umonistudio.tile,www.cm.ksmobile.com,HTTP,1
661,AndroidId,com.namcobandaigames.pacmantournaments,pmt.namcowireless.com,HTTP,5
662,AdvertiserId,com.fingersoft.hillclimb,t.appsflyer.com,HTTPS,1
663,AdvertiserId,com.fgol.HungrySharkEvolution,api.vungle.com,HTTP,4
664,SerialNumber,com.outfit7.talkingtom,api.neumob.net,HTTPS,1
665,AdvertiserId,com.nextradioapp.nextradio,api.tagstation.com,HTTP,1
666,AdvertiserId,com.cocoplay.cocohiphop,a.applovin.com,HTTP,7
667,AdvertiserId,com.jb.emoji.gokeyboard,microtss.goforandroid.com,HTTP,1
668,AdvertiserId,com.dominospizza,settings.crashlytics.com,HTTPS,1
669,AndroidId,com.huuuge.casino.slots,ws.tapjoyads.com,HTTPS,4
670,AdvertiserId,com.dominospizza,graph.facebook.com,HTTPS,1
671,Location,com.abtnprojects.ambatana,geocoding.letgo.com,HTTPS,6
672,AdvertiserId,No mapping_ entry not found,52.86.230.45,HTTP,25
673,Location,System,rtb.hyperadx.com,HTTP,4
674,AdvertiserId,com.transactione.freemusic,connect.tapjoy.com,HTTPS,3
675,Location,air.com.gaetanoconsiglio.EscapePrison,m2m1.inner-active.mobi,HTTP,2
676,AdvertiserId,com.dianxinos.dxbs,api.mobula.sdk.duapps.com,HTTP,2
677,AdvertiserId,No mapping_ entry not found,req.startappservice.com,HTTP,1
678,AndroidId,com.bitstrips.imoji,api.bitmoji.com,HTTPS,59
679,AdvertiserId,com.yelp.android,api.branch.io,HTTPS,3
680,AdvertiserId,com.flashlight.brightestflashlightpro,stats.appsflyer.com,HTTPS,3
681,AndroidId,com.jiubang.go.music,goupdate.3g.cn,HTTP,2
682,AndroidId,System,server1.nordcurrent.com,HTTP,8
683,AndroidId,com.jb.gosms,goupdate.3g.cn,HTTP,1
684,AndroidId,com.intuit.turbotax.mobile,dis.mid.intuit.com,HTTPS,1
685,AndroidId,com.intellectualflame.ledflashlight.washer,rpc.tapjoy.com,HTTPS,3
686,AndroidId,com.pandora.android,stats.pandora.com,HTTP,13
687,AndroidId,com.intuit.turbotax.mobile,pf.intuit.com,HTTPS,1
688,AdvertiserId,com.ss.android.article.master,ichannel.isnssdk.com,HTTPS,3
689,AndroidId,mbinc12.mb32b,settings.crashlytics.com,HTTPS,1
690,AdvertiserId,com.gamecircus.tycoon,androidads23.adcolony.com,HTTPS,1
691,AndroidId,com.ksmobile.launcher,ssdk.adkmob.com,HTTPS,1
692,IMEI,com.jb.gosms,launchermsg.3g.cn,HTTP,2
693,AdvertiserId,com.hbo.hbonow,api.branch.io,HTTPS,1
694,Zipcode,com.cyberpony.stickman.warriors.epic,lb1.east.ssphwy.com,HTTP,2
695,AdvertiserId,com.scopely.wheeloffortune,ads.mopub.com,HTTP,1
696,City,com.cyberpony.stickman.warriors.epic,appodeal.rtb.loopme.me,HTTP,12
697,AdvertiserId,com.aim.racing,impact.applifier.com,HTTPS,1
698,Username,kik.android,clientmetrics-augmentum.kik.com,HTTPS,1
699,Location,com.roblox.client,t3.rbxcdn.com,HTTP,2
700,AdvertiserId,com.gamecircus.tycoon,placements.tapjoy.com,HTTPS,2
701,AdvertiserId,com.weather.Weather,events.appsflyer.com,HTTPS,36
702,AdvertiserId,com.tinder,etl.tindersparks.com,HTTPS,22
703,AdvertiserId,com.surpax.ledflashlight.panel,secure.insightexpressai.com,HTTPS,1
704,AndroidId,com.yelp.android,notify.bugsnag.com,HTTPS,4
705,Location,com.weather.Weather,dsx.weather.com,HTTPS,6
706,AdvertiserId,com.murka.slotsera,settings.crashlytics.com,HTTPS,1
707,Location,com.freecraft.pocket.edition,lb1.east.ssphwy.com,HTTP,2
708,AdvertiserId,System,net.rayjump.com,HTTP,25
709,AdvertiserId,com.yodo1.crossyroad,www.supersonicads.com,HTTPS,1
710,AdvertiserId,mbinc12.mb32b,mpx.mopub.com,HTTP,31
